power,character,universe,url
accelerated_healing,kendra_saunders,prime_earth,https://dc.fandom.com/wiki/Kendra_Saunders_(Prime_Earth)
accelerated_healing,killspeed,prime_earth,https://dc.fandom.com/wiki/Killspeed_(Prime_Earth)
accelerated_healing,knockout,prime_earth,https://dc.fandom.com/wiki/Knockout_(Prime_Earth)
accelerated_healing,kon_el,prime_earth,https://dc.fandom.com/wiki/Kon-El_(Prime_Earth)
accelerated_healing,lennox,prime_earth,https://dc.fandom.com/wiki/Lennox_(Prime_Earth)
accelerated_healing,lincoln_march,prime_earth,https://dc.fandom.com/wiki/Lincoln_March_(Prime_Earth)
accelerated_healing,lion_mane,prime_earth,https://dc.fandom.com/wiki/Lion-Mane_(Prime_Earth)
accelerated_healing,lord_beyond_the_void,prime_earth,https://dc.fandom.com/wiki/Lord_Beyond_the_Void_(Prime_Earth)
accelerated_healing,mari_mccabe,prime_earth,https://dc.fandom.com/wiki/Mari_McCabe_(Prime_Earth)
accelerated_healing,mary_turner,prime_earth,https://dc.fandom.com/wiki/Mary_Turner_(Prime_Earth)
accelerated_healing,matthew_cable,prime_earth,https://dc.fandom.com/wiki/Matthew_Cable_(Prime_Earth)
accelerated_healing,maxine_baker,prime_earth,https://dc.fandom.com/wiki/Maxine_Baker_(Prime_Earth)
accelerated_healing,mei_ling,prime_earth,https://dc.fandom.com/wiki/Mei_Ling_(Prime_Earth)
accelerated_healing,midnighter,prime_earth,https://dc.fandom.com/wiki/Midnighter_(Prime_Earth)
accelerated_healing,mitchell_shelley_ii,prime_earth,https://dc.fandom.com/wiki/Mitchell_Shelley_II_(Prime_Earth)
accelerated_healing,mongul,prime_earth,https://dc.fandom.com/wiki/Mongul_(Prime_Earth)
accelerated_healing,morphicius,prime_earth,https://dc.fandom.com/wiki/Morphicius_(Prime_Earth)
accelerated_healing,nereus,prime_earth,https://dc.fandom.com/wiki/Nereus_(Prime_Earth)
accelerated_healing,nix_uotan,prime_earth,https://dc.fandom.com/wiki/Nix_Uotan_(Prime_Earth)
accelerated_healing,oliver_truly,prime_earth,https://dc.fandom.com/wiki/Oliver_Truly_(Prime_Earth)
accelerated_healing,orm_marius,prime_earth,https://dc.fandom.com/wiki/Orm_Marius_(Prime_Earth)
accelerated_healing,percival_edmund_chang,prime_earth,https://dc.fandom.com/wiki/Percival_Edmund_Chang_(Prime_Earth)
accelerated_healing,power_boy,prime_earth,https://dc.fandom.com/wiki/Power_Boy_(Prime_Earth)
accelerated_healing,robert_castro,prime_earth,https://dc.fandom.com/wiki/Robert_Castro_(Prime_Earth)
accelerated_healing,rose_tattoo,prime_earth,https://dc.fandom.com/wiki/Rose_Tattoo_(Prime_Earth)
accelerated_healing,rose_wilson,prime_earth,https://dc.fandom.com/wiki/Rose_Wilson_(Prime_Earth)
accelerated_healing,savitar,prime_earth,https://dc.fandom.com/wiki/Savitar_(Prime_Earth)
accelerated_healing,slade_wilson,prime_earth,https://dc.fandom.com/wiki/Slade_Wilson_(Prime_Earth)
accelerated_healing,sofia_ramos,prime_earth,https://dc.fandom.com/wiki/Sofia_Ramos_(Prime_Earth)
accelerated_healing,talon_of,prime_earth,https://dc.fandom.com/wiki/Talon_of_1780_(Prime_Earth)
accelerated_healing,teth_adam,prime_earth,https://dc.fandom.com/wiki/Teth-Adam_(Prime_Earth)
accelerated_healing,tsavo,prime_earth,https://dc.fandom.com/wiki/Tsavo_(Prime_Earth)
accelerated_healing,unknown_soldier,prime_earth,https://dc.fandom.com/wiki/Unknown_Soldier_(Prime_Earth)
accelerated_healing,uriah_boone,prime_earth,https://dc.fandom.com/wiki/Uriah_Boone_(Prime_Earth)
accelerated_healing,vandar_adg,prime_earth,https://dc.fandom.com/wiki/Vandar_Adg_(Prime_Earth)
accelerated_healing,virgil_hawkins,prime_earth,https://dc.fandom.com/wiki/Virgil_Hawkins_(Prime_Earth)
accelerated_healing,wallace_r_west,prime_earth,https://dc.fandom.com/wiki/Wallace_R._West_(Prime_Earth)
accelerated_healing,walter_stapleton,prime_earth,https://dc.fandom.com/wiki/Walter_Stapleton_(Prime_Earth)
accelerated_healing,xiao_loong,prime_earth,https://dc.fandom.com/wiki/Xiao_Loong_(Prime_Earth)
accelerated_healing,xiomara_rojas,prime_earth,https://dc.fandom.com/wiki/Xiomara_Rojas_(Prime_Earth)
adhesion,celine_patterson,prime_earth,https://dc.fandom.com/wiki/Celine_Patterson_(Prime_Earth)
adhesion,virgil_hawkins,prime_earth,https://dc.fandom.com/wiki/Virgil_Hawkins_(Prime_Earth)
aerokinesis,august_heart,prime_earth,https://dc.fandom.com/wiki/August_Heart_(Prime_Earth)
aerokinesis,avery_ho,prime_earth,https://dc.fandom.com/wiki/Avery_Ho_(Prime_Earth)
aerokinesis,bar_torr,prime_earth,https://dc.fandom.com/wiki/Bar_Torr_(Prime_Earth)
aerokinesis,bart_allen,prime_earth,https://dc.fandom.com/wiki/Bart_Allen_(Prime_Earth)
aerokinesis,black_flash,prime_earth,https://dc.fandom.com/wiki/Black_Flash_(Prime_Earth)
aerokinesis,blue_condor,prime_earth,https://dc.fandom.com/wiki/Blue_Condor_(Prime_Earth)
aerokinesis,caveman_flash,prime_earth,https://dc.fandom.com/wiki/Caveman_Flash_(Prime_Earth)
aerokinesis,cloud,prime_earth,https://dc.fandom.com/wiki/Cloud_9_(Prime_Earth)
aerokinesis,david_drake,prime_earth,https://dc.fandom.com/wiki/David_Drake_(Prime_Earth)
aerokinesis,dawn_allen,prime_earth,https://dc.fandom.com/wiki/Dawn_Allen_(Prime_Earth)
aerokinesis,don_allen,prime_earth,https://dc.fandom.com/wiki/Don_Allen_(Prime_Earth)
aerokinesis,drogue,prime_earth,https://dc.fandom.com/wiki/Drogue_(Prime_Earth)
aerokinesis,edward_clariss,prime_earth,https://dc.fandom.com/wiki/Edward_Clariss_(Prime_Earth)
aerokinesis,iris_west_ii,prime_earth,https://dc.fandom.com/wiki/Iris_West_II_(Prime_Earth)
aerokinesis,ivana_molotova,prime_earth,https://dc.fandom.com/wiki/Ivana_Molotova_(Prime_Earth)
aerokinesis,jai_west,prime_earth,https://dc.fandom.com/wiki/Jai_West_(Prime_Earth)
aerokinesis,jason,prime_earth,https://dc.fandom.com/wiki/Jason_(Prime_Earth)
aerokinesis,jenni_ognats,prime_earth,https://dc.fandom.com/wiki/Jenni_Ognats_(Prime_Earth)
aerokinesis,jesse_chambers,prime_earth,https://dc.fandom.com/wiki/Jesse_Chambers_(Prime_Earth)
aerokinesis,jonathan_chambers,prime_earth,https://dc.fandom.com/wiki/Jonathan_Chambers_(Prime_Earth)
aerokinesis,joseph_carver,prime_earth,https://dc.fandom.com/wiki/Joseph_Carver_(Prime_Earth)
aerokinesis,killspeed,prime_earth,https://dc.fandom.com/wiki/Killspeed_(Prime_Earth)
aerokinesis,lithium,prime_earth,https://dc.fandom.com/wiki/Lithium_(Prime_Earth)
aerokinesis,maelstrom,prime_earth,https://dc.fandom.com/wiki/Maelstrom_(Prime_Earth)
aerokinesis,meena_dhawan,prime_earth,https://dc.fandom.com/wiki/Meena_Dhawan_(Prime_Earth)
aerokinesis,monkey_prince,prime_earth,https://dc.fandom.com/wiki/Monkey_Prince_(Prime_Earth)
aerokinesis,nightstorm,prime_earth,https://dc.fandom.com/wiki/Nightstorm_(Prime_Earth)
aerokinesis,red_tornado,prime_earth,https://dc.fandom.com/wiki/Red_Tornado_(Prime_Earth)
aerokinesis,robinson_goode,prime_earth,https://dc.fandom.com/wiki/Robinson_Goode_(Prime_Earth)
aerokinesis,roscoe_dillon,prime_earth,https://dc.fandom.com/wiki/Roscoe_Dillon_(Prime_Earth)
aerokinesis,roscoe_hynes,prime_earth,https://dc.fandom.com/wiki/Roscoe_Hynes_(Prime_Earth)
aerokinesis,samuel_song,prime_earth,https://dc.fandom.com/wiki/Samuel_Song_(Prime_Earth)
aerokinesis,shifu_pigsy,prime_earth,https://dc.fandom.com/wiki/Shifu_Pigsy_(Prime_Earth)
aerokinesis,siracca,prime_earth,https://dc.fandom.com/wiki/Siracca_(Prime_Earth)
aerokinesis,strato,prime_earth,https://dc.fandom.com/wiki/Strato_(Prime_Earth)
aerokinesis,wallace_r_west,prime_earth,https://dc.fandom.com/wiki/Wallace_R._West_(Prime_Earth)
alien_physiology,abysmus,prime_earth,https://dc.fandom.com/wiki/Abysmus_(Prime_Earth)
alien_physiology,arak,prime_earth,https://dc.fandom.com/wiki/Arak_(Prime_Earth)
alien_physiology,argent,prime_earth,https://dc.fandom.com/wiki/Argent_(Prime_Earth)
alien_physiology,arkillo,prime_earth,https://dc.fandom.com/wiki/Arkillo_(Prime_Earth)
alien_physiology,artredis_qon,prime_earth,https://dc.fandom.com/wiki/Artredis_Qon_(Prime_Earth)
alien_physiology,atros,prime_earth,https://dc.fandom.com/wiki/Atros_(Prime_Earth)
alien_physiology,augustus_freeman,prime_earth,https://dc.fandom.com/wiki/Augustus_Freeman_(Prime_Earth)
alien_physiology,b_dg,prime_earth,https://dc.fandom.com/wiki/B%27dg_(Prime_Earth)
alien_physiology,belzebeth,prime_earth,https://dc.fandom.com/wiki/Belzebeth_(Prime_Earth)
alien_physiology,bleez,prime_earth,https://dc.fandom.com/wiki/Bleez_(Prime_Earth)
alien_physiology,bolphunga,prime_earth,https://dc.fandom.com/wiki/Bolphunga_(Prime_Earth)
alien_physiology,bro_dee_walker,prime_earth,https://dc.fandom.com/wiki/Bro%27Dee_Walker_(Prime_Earth)
alien_physiology,brutus,prime_earth,https://dc.fandom.com/wiki/Brutus_(Prime_Earth)
alien_physiology,caliban,prime_earth,https://dc.fandom.com/wiki/Caliban_(Prime_Earth)
alien_physiology,calleen,prime_earth,https://dc.fandom.com/wiki/Calleen_(Prime_Earth)
alien_physiology,charis_nar,prime_earth,https://dc.fandom.com/wiki/Charis-Nar_(Prime_Earth)
alien_physiology,chun_yull,prime_earth,https://dc.fandom.com/wiki/Chun_Yull_(Prime_Earth)
alien_physiology,cobi,prime_earth,https://dc.fandom.com/wiki/Cobi_(Prime_Earth)
alien_physiology,dawg,prime_earth,https://dc.fandom.com/wiki/Dawg_(Prime_Earth)
alien_physiology,death_kraken,prime_earth,https://dc.fandom.com/wiki/Death_Kraken_(Prime_Earth)
alien_physiology,despero,prime_earth,https://dc.fandom.com/wiki/Despero_(Prime_Earth)
alien_physiology,entropy,prime_earth,https://dc.fandom.com/wiki/Entropy_(Prime_Earth)
alien_physiology,first_of_the_fallen,prime_earth,https://dc.fandom.com/wiki/First_of_the_Fallen_(Prime_Earth)
alien_physiology,flood,prime_earth,https://dc.fandom.com/wiki/Flood_(Prime_Earth)
alien_physiology,g_nort,prime_earth,https://dc.fandom.com/wiki/G%27nort_(Prime_Earth)
alien_physiology,gall,prime_earth,https://dc.fandom.com/wiki/Gall_(Prime_Earth)
alien_physiology,gleek,prime_earth,https://dc.fandom.com/wiki/Gleek_(Prime_Earth)
alien_physiology,h_i_v_e_queen,prime_earth,https://dc.fandom.com/wiki/H.I.V.E._Queen_(Prime_Earth)
alien_physiology,herkimer,prime_earth,https://dc.fandom.com/wiki/Herkimer_(Prime_Earth)
alien_physiology,invictus,prime_earth,https://dc.fandom.com/wiki/Invictus_(Prime_Earth)
alien_physiology,itro,prime_earth,https://dc.fandom.com/wiki/Itro_(Prime_Earth)
alien_physiology,jarro,prime_earth,https://dc.fandom.com/wiki/Jarro_(Prime_Earth)
alien_physiology,jayna,prime_earth,https://dc.fandom.com/wiki/Jayna_(Prime_Earth)
alien_physiology,jochi,prime_earth,https://dc.fandom.com/wiki/Jochi_(Prime_Earth)
alien_physiology,jonathan_samuel_kent,prime_earth,https://dc.fandom.com/wiki/Jonathan_Samuel_Kent_(Prime_Earth)
alien_physiology,kaja_dox,prime_earth,https://dc.fandom.com/wiki/Kaja_Dox_(Prime_Earth)
alien_physiology,kathy_branden,prime_earth,https://dc.fandom.com/wiki/Kathy_Branden_(Prime_Earth)
alien_physiology,keeg_bovo,prime_earth,https://dc.fandom.com/wiki/Keeg_Bovo_(Prime_Earth)
alien_physiology,kellic,prime_earth,https://dc.fandom.com/wiki/Kellic_(Prime_Earth)
alien_physiology,kirk_quentin,prime_earth,https://dc.fandom.com/wiki/Kirk_Quentin_(Prime_Earth)
alien_physiology,krypto,prime_earth,https://dc.fandom.com/wiki/Krypto_(Prime_Earth)
alien_physiology,larfleeze,prime_earth,https://dc.fandom.com/wiki/Larfleeze_(Prime_Earth)
alien_physiology,linnya_wazzo,prime_earth,https://dc.fandom.com/wiki/Linnya_Wazzo_(Prime_Earth)
alien_physiology,loma_shade,prime_earth,https://dc.fandom.com/wiki/Loma_Shade_(Prime_Earth)
alien_physiology,lucifer_morningstar,prime_earth,https://dc.fandom.com/wiki/Lucifer_Morningstar_(Prime_Earth)
alien_physiology,lyssa_drak,prime_earth,https://dc.fandom.com/wiki/Lyssa_Drak_(Prime_Earth)
alien_physiology,marta_of_thronn,prime_earth,https://dc.fandom.com/wiki/Marta_of_Thronn_(Prime_Earth)
alien_physiology,maxima,prime_earth,https://dc.fandom.com/wiki/Maxima_(Prime_Earth)
alien_physiology,maxima_ii,prime_earth,https://dc.fandom.com/wiki/Maxima_II_(Prime_Earth)
alien_physiology,mogo,prime_earth,https://dc.fandom.com/wiki/Mogo_(Prime_Earth)
alien_physiology,mongul,prime_earth,https://dc.fandom.com/wiki/Mongul_(Prime_Earth)
alien_physiology,mystery,prime_earth,https://dc.fandom.com/wiki/Mystery_(Prime_Earth)
alien_physiology,osiris,prime_earth,https://dc.fandom.com/wiki/Osiris_(Prime_Earth)
alien_physiology,peraxxus,prime_earth,https://dc.fandom.com/wiki/Peraxxus_(Prime_Earth)
alien_physiology,perrilus,prime_earth,https://dc.fandom.com/wiki/Perrilus_(Prime_Earth)
alien_physiology,primaa,prime_earth,https://dc.fandom.com/wiki/Primaa_(Prime_Earth)
alien_physiology,raga,prime_earth,https://dc.fandom.com/wiki/Raga_(Prime_Earth)
alien_physiology,raguel,prime_earth,https://dc.fandom.com/wiki/Raguel_(Prime_Earth)
alien_physiology,reign,prime_earth,https://dc.fandom.com/wiki/Reign_(Prime_Earth)
alien_physiology,rendll,prime_earth,https://dc.fandom.com/wiki/Rendll_(Prime_Earth)
alien_physiology,rogol_zaar,prime_earth,https://dc.fandom.com/wiki/Rogol_Zaar_(Prime_Earth)
alien_physiology,roho,prime_earth,https://dc.fandom.com/wiki/Roho_(Prime_Earth)
alien_physiology,romgan_shay,prime_earth,https://dc.fandom.com/wiki/Romgan_Shay_(Prime_Earth)
alien_physiology,saysoran,prime_earth,https://dc.fandom.com/wiki/Saysoran_(Prime_Earth)
alien_physiology,sheko,prime_earth,https://dc.fandom.com/wiki/Sheko_(Prime_Earth)
alien_physiology,shepherd_ii,prime_earth,https://dc.fandom.com/wiki/Shepherd_II_(Prime_Earth)
alien_physiology,singularity_jain,prime_earth,https://dc.fandom.com/wiki/Singularity_Jain_(Prime_Earth)
alien_physiology,skorch,prime_earth,https://dc.fandom.com/wiki/Skorch_(Prime_Earth)
alien_physiology,snow,prime_earth,https://dc.fandom.com/wiki/Snow_(Prime_Earth)
alien_physiology,sodam_yat,prime_earth,https://dc.fandom.com/wiki/Sodam_Yat_(Prime_Earth)
alien_physiology,splyce,prime_earth,https://dc.fandom.com/wiki/Splyce_(Prime_Earth)
alien_physiology,sssearr,prime_earth,https://dc.fandom.com/wiki/Sssearr_(Prime_Earth)
alien_physiology,star_adam,prime_earth,https://dc.fandom.com/wiki/Star_Adam_(Prime_Earth)
alien_physiology,starbreaker,prime_earth,https://dc.fandom.com/wiki/Starbreaker_(Prime_Earth)
alien_physiology,syl_khee,prime_earth,https://dc.fandom.com/wiki/Syl%27Khee_(Prime_Earth)
alien_physiology,tallahe,prime_earth,https://dc.fandom.com/wiki/Tallahe_(Prime_Earth)
alien_physiology,tempus_fuginaut,prime_earth,https://dc.fandom.com/wiki/Tempus_Fuginaut_(Prime_Earth)
alien_physiology,thao_la,prime_earth,https://dc.fandom.com/wiki/Thao-La_(Prime_Earth)
alien_physiology,toghurrhu,prime_earth,https://dc.fandom.com/wiki/Toghurrhu_(Prime_Earth)
alien_physiology,toris,prime_earth,https://dc.fandom.com/wiki/Toris_(Prime_Earth)
alien_physiology,tsavo_ii,prime_earth,https://dc.fandom.com/wiki/Tsavo_II_(Prime_Earth)
alien_physiology,tyyde,prime_earth,https://dc.fandom.com/wiki/Tyyde_(Prime_Earth)
alien_physiology,ultra,prime_earth,https://dc.fandom.com/wiki/Ultra_(Prime_Earth)
alien_physiology,ultra_humanite,prime_earth,https://dc.fandom.com/wiki/Ultra-Humanite_(Prime_Earth)
alien_physiology,ultraa,prime_earth,https://dc.fandom.com/wiki/Ultraa_(Prime_Earth)
alien_physiology,umbrax,prime_earth,https://dc.fandom.com/wiki/Umbrax_(Prime_Earth)
alien_physiology,vanessa_volt,prime_earth,https://dc.fandom.com/wiki/Vanessa_Volt_(Prime_Earth)
alien_physiology,vartox,prime_earth,https://dc.fandom.com/wiki/Vartox_(Prime_Earth)
alien_physiology,vax,prime_earth,https://dc.fandom.com/wiki/Vax_(Prime_Earth)
alien_physiology,victoria_viceroy,prime_earth,https://dc.fandom.com/wiki/Victoria_Viceroy_(Prime_Earth)
alien_physiology,weird,prime_earth,https://dc.fandom.com/wiki/Weird_(Prime_Earth)
alien_physiology,wisdom,prime_earth,https://dc.fandom.com/wiki/Wisdom_(Prime_Earth)
alien_physiology,wonder,prime_earth,https://dc.fandom.com/wiki/Wonder_(Prime_Earth)
alien_physiology,worldkiller,prime_earth,https://dc.fandom.com/wiki/Worldkiller-1_(Prime_Earth)
alien_physiology,wraith,prime_earth,https://dc.fandom.com/wiki/Wraith_(Prime_Earth)
alien_physiology,xanthos,prime_earth,https://dc.fandom.com/wiki/Xanthos_(Prime_Earth)
alien_physiology,xiomara_rojas,prime_earth,https://dc.fandom.com/wiki/Xiomara_Rojas_(Prime_Earth)
alien_physiology,yrra_cynril,prime_earth,https://dc.fandom.com/wiki/Yrra_Cynril_(Prime_Earth)
alien_physiology,z_kran_z_rann,prime_earth,https://dc.fandom.com/wiki/Z%27kran_Z%27rann_(Prime_Earth)
alien_physiology,zan,prime_earth,https://dc.fandom.com/wiki/Zan_(Prime_Earth)
alien_physiology,zazzala,prime_earth,https://dc.fandom.com/wiki/Zazzala_(Prime_Earth)
alien_physiology,zeus,prime_earth,https://dc.fandom.com/wiki/Zeus_(Prime_Earth)
amphibian,ahn_kwang_jo,prime_earth,https://dc.fandom.com/wiki/Ahn_Kwang-Jo_(Prime_Earth)
amphibian,andrina_curry,prime_earth,https://dc.fandom.com/wiki/Andrina_Curry_(Prime_Earth)
amphibian,arni_ajar,prime_earth,https://dc.fandom.com/wiki/Arni_Ajar_(Prime_Earth)
amphibian,atlan,prime_earth,https://dc.fandom.com/wiki/Atlan_(Prime_Earth)
amphibian,caille,prime_earth,https://dc.fandom.com/wiki/Caille_(Prime_Earth)
amphibian,coombs,prime_earth,https://dc.fandom.com/wiki/Coombs_(Prime_Earth)
amphibian,david_hyde,prime_earth,https://dc.fandom.com/wiki/David_Hyde_(Prime_Earth)
amphibian,drogue,prime_earth,https://dc.fandom.com/wiki/Drogue_(Prime_Earth)
amphibian,fin,prime_earth,https://dc.fandom.com/wiki/Fin_(Prime_Earth)
amphibian,gole,prime_earth,https://dc.fandom.com/wiki/Gole_(Prime_Earth)
amphibian,grace_balin,prime_earth,https://dc.fandom.com/wiki/Grace_Balin_(Prime_Earth)
amphibian,guppy,prime_earth,https://dc.fandom.com/wiki/Guppy_(Prime_Earth)
amphibian,jackson_hyde,prime_earth,https://dc.fandom.com/wiki/Jackson_Hyde_(Prime_Earth)
amphibian,jaffar,prime_earth,https://dc.fandom.com/wiki/Jaffar_(Prime_Earth)
amphibian,jonah_payne,prime_earth,https://dc.fandom.com/wiki/Jonah_Payne_(Prime_Earth)
amphibian,kamo,prime_earth,https://dc.fandom.com/wiki/Kamo_(Prime_Earth)
amphibian,karaqan,prime_earth,https://dc.fandom.com/wiki/Karaqan_(Prime_Earth)
amphibian,karshon,prime_earth,https://dc.fandom.com/wiki/Karshon_(Prime_Earth)
amphibian,king_sturgeon,prime_earth,https://dc.fandom.com/wiki/King_Sturgeon_(Prime_Earth)
amphibian,kordax,prime_earth,https://dc.fandom.com/wiki/Kordax_(Prime_Earth)
amphibian,kurin,prime_earth,https://dc.fandom.com/wiki/Kurin_(Prime_Earth)
amphibian,laurence_quinn,prime_earth,https://dc.fandom.com/wiki/Laurence_Quinn_(Prime_Earth)
amphibian,leander_brent,prime_earth,https://dc.fandom.com/wiki/Leander_Brent_(Prime_Earth)
amphibian,lernaea,prime_earth,https://dc.fandom.com/wiki/Lernaea_(Prime_Earth)
amphibian,marlene_simmonds,prime_earth,https://dc.fandom.com/wiki/Marlene_Simmonds_(Prime_Earth)
amphibian,mera,prime_earth,https://dc.fandom.com/wiki/Mera_(Prime_Earth)
amphibian,nanaue,prime_earth,https://dc.fandom.com/wiki/Nanaue_(Prime_Earth)
amphibian,nina_mazursky,prime_earth,https://dc.fandom.com/wiki/Nina_Mazursky_(Prime_Earth)
amphibian,peter_mortimer,prime_earth,https://dc.fandom.com/wiki/Peter_Mortimer_(Prime_Earth)
amphibian,shaligo,prime_earth,https://dc.fandom.com/wiki/Shaligo_(Prime_Earth)
amphibian,slig,prime_earth,https://dc.fandom.com/wiki/Slig_(Prime_Earth)
amphibian,tangaroa,prime_earth,https://dc.fandom.com/wiki/Tangaroa_(Prime_Earth)
amphibian,trench_king,prime_earth,https://dc.fandom.com/wiki/Trench_King_(Prime_Earth)
amphibian,trench_queen,prime_earth,https://dc.fandom.com/wiki/Trench_Queen_(Prime_Earth)
amphibian,trok,prime_earth,https://dc.fandom.com/wiki/Trok_(Prime_Earth)
amphibian,tyyde,prime_earth,https://dc.fandom.com/wiki/Tyyde_(Prime_Earth)
android_body,algorithm,prime_earth,https://dc.fandom.com/wiki/Algorithm_(Prime_Earth)
android_body,amazo,prime_earth,https://dc.fandom.com/wiki/Amazo_(Prime_Earth)
android_body,brainiac,prime_earth,https://dc.fandom.com/wiki/Brainiac_8_(Prime_Earth)
android_body,eradicator_ii,prime_earth,https://dc.fandom.com/wiki/Eradicator_II_(Prime_Earth)
